Composite.Element.REF	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4384-01	TCGA-05-4396-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4405-01	TCGA-05-4410-01	TCGA-05-4417-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4426-01	TCGA-05-4427-01	TCGA-05-4430-01	TCGA-05-4434-01	TCGA-05-5420-01	TCGA-05-5423-01	TCGA-05-5425-01	TCGA-05-5429-01	TCGA-05-5715-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-35-5375-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4629-01	TCGA-38-6178-01	TCGA-38-A44F-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2661-01	TCGA-44-2664-01	TCGA-44-2665-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3917-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-44-5643-01	TCGA-44-5644-01	TCGA-44-5645-01	TCGA-44-6144-01	TCGA-44-6145-01	TCGA-44-6146-01	TCGA-44-6147-01	TCGA-44-6148-01	TCGA-44-6774-01	TCGA-44-6775-01	TCGA-44-6776-01	TCGA-44-6777-01	TCGA-44-6778-01	TCGA-44-6779-01	TCGA-44-7659-01	TCGA-44-7660-01	TCGA-44-7661-01	TCGA-44-7662-01	TCGA-44-7667-01	TCGA-44-7669-01	TCGA-44-7670-01	TCGA-44-7671-01	TCGA-44-7672-01	TCGA-44-8117-01	TCGA-44-8119-01	TCGA-44-A479-01	TCGA-44-A47A-01	TCGA-44-A47F-01	TCGA-44-A47G-01	TCGA-44-A4SS-01	TCGA-44-A4SU-01	TCGA-49-4486-01	TCGA-49-4487-01	TCGA-49-4488-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-49-4512-01	TCGA-49-4514-01	TCGA-49-6742-01	TCGA-49-6743-01	TCGA-49-6744-01	TCGA-49-6745-01	TCGA-49-6761-01	TCGA-49-6767-01	TCGA-49-AAQV-01	TCGA-49-AAR0-01	TCGA-49-AAR2-01	TCGA-49-AAR3-01	TCGA-49-AAR4-01	TCGA-49-AAR9-01	TCGA-49-AARE-01	TCGA-49-AARN-01	TCGA-49-AARO-01	TCGA-49-AARR-01	TCGA-4B-A93V-01	TCGA-50-5044-01	TCGA-50-5045-01	TCGA-50-5049-01	TCGA-50-5051-01	TCGA-50-5066-01	TCGA-50-5068-01	TCGA-50-5072-01	TCGA-50-5930-01	TCGA-50-5931-01	TCGA-50-5932-01	TCGA-50-5933-01	TCGA-50-5936-01	TCGA-50-5939-01	TCGA-50-5941-01	TCGA-50-5942-01	TCGA-50-5944-01	TCGA-50-5946-01	TCGA-50-6590-01	TCGA-50-6591-01	TCGA-50-6592-01	TCGA-50-6593-01	TCGA-50-6594-01	TCGA-50-6595-01	TCGA-50-6597-01	TCGA-50-6673-01	TCGA-50-7109-01	TCGA-50-8457-01	TCGA-50-8459-01	TCGA-50-8460-01	TCGA-53-7624-01	TCGA-53-7626-01	TCGA-53-7813-01	TCGA-53-A4EZ-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1596-01	TCGA-55-5899-01	TCGA-55-6543-01	TCGA-55-6712-01	TCGA-55-6969-01	TCGA-55-6970-01	TCGA-55-6971-01	TCGA-55-6978-01	TCGA-55-6979-01	TCGA-55-6981-01	TCGA-55-6982-01	TCGA-55-7573-01	TCGA-55-7574-01	TCGA-55-7728-01	TCGA-55-7815-01	TCGA-55-7910-01	TCGA-55-7911-01	TCGA-55-8505-01	TCGA-55-8506-01	TCGA-55-8507-01	TCGA-55-8620-01	TCGA-55-A494-01	TCGA-62-8394-01	TCGA-62-8395-01	TCGA-62-8398-01	TCGA-62-A46O-01	TCGA-62-A46P-01	TCGA-62-A46R-01	TCGA-62-A46S-01	TCGA-62-A46V-01	TCGA-62-A471-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1679-01	TCGA-64-1680-01	TCGA-64-1681-01	TCGA-64-5774-01	TCGA-64-5778-01	TCGA-64-5779-01	TCGA-64-5781-01	TCGA-64-5815-01	TCGA-67-3771-01	TCGA-67-6215-01	TCGA-67-6216-01	TCGA-67-6217-01	TCGA-69-7760-01	TCGA-69-7761-01	TCGA-69-7763-01	TCGA-69-7764-01	TCGA-69-7765-01	TCGA-69-8255-01	TCGA-69-A59K-01	TCGA-71-6725-01	TCGA-71-8520-01	TCGA-73-4658-01	TCGA-73-4659-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4676-01	TCGA-73-7498-01	TCGA-73-7499-01	TCGA-73-A9RS-01	TCGA-75-5122-01	TCGA-75-5125-01	TCGA-75-6203-01	TCGA-75-6205-01	TCGA-75-6206-01	TCGA-75-6207-01	TCGA-75-6211-01	TCGA-75-6212-01	TCGA-75-6214-01	TCGA-75-7027-01	TCGA-75-7030-01	TCGA-75-7031-01	TCGA-78-7143-01	TCGA-78-7145-01	TCGA-78-7146-01	TCGA-78-7147-01	TCGA-78-7148-01	TCGA-78-7149-01	TCGA-78-7150-01	TCGA-78-7152-01	TCGA-78-7153-01	TCGA-78-7154-01	TCGA-78-7155-01	TCGA-78-7156-01	TCGA-78-7158-01	TCGA-78-7159-01	TCGA-78-7160-01	TCGA-78-7161-01	TCGA-78-7162-01	TCGA-78-7163-01	TCGA-78-7166-01	TCGA-78-7167-01	TCGA-78-7535-01	TCGA-78-7536-01	TCGA-78-7537-01	TCGA-78-7539-01	TCGA-78-7540-01	TCGA-78-7542-01	TCGA-78-7633-01	TCGA-78-8662-01	TCGA-80-5607-01	TCGA-80-5608-01	TCGA-80-5611-01	TCGA-83-5908-01	TCGA-86-6562-01	TCGA-86-6851-01	TCGA-86-7701-01	TCGA-86-7711-01	TCGA-86-7713-01	TCGA-86-7953-01	TCGA-86-7954-01	TCGA-86-7955-01	TCGA-86-8054-01	TCGA-86-8055-01	TCGA-86-8056-01	TCGA-86-8073-01	TCGA-86-8074-01	TCGA-86-8075-01	TCGA-86-8076-01	TCGA-86-8278-01	TCGA-86-8279-01	TCGA-86-8280-01	TCGA-86-8281-01	TCGA-86-8358-01	TCGA-86-8359-01	TCGA-86-8585-01	TCGA-86-8668-01	TCGA-86-8669-01	TCGA-86-8671-01	TCGA-86-8673-01	TCGA-86-A456-01	TCGA-86-A4D0-01	TCGA-86-A4JF-01	TCGA-86-A4P7-01	TCGA-86-A4P8-01	TCGA-91-6828-01	TCGA-91-6829-01	TCGA-91-6830-01	TCGA-91-6831-01	TCGA-91-6835-01	TCGA-91-6836-01	TCGA-91-6840-01	TCGA-91-6847-01	TCGA-91-6848-01	TCGA-91-6849-01	TCGA-91-7771-01	TCGA-91-8496-01	TCGA-91-8497-01	TCGA-91-8499-01	TCGA-91-A4BC-01	TCGA-91-A4BD-01	TCGA-93-7348-01	TCGA-93-A4JN-01	TCGA-93-A4JO-01	TCGA-93-A4JP-01	TCGA-93-A4JQ-01	TCGA-95-7039-01	TCGA-95-7043-01	TCGA-95-7567-01	TCGA-95-7944-01	TCGA-95-7947-01	TCGA-95-7948-01	TCGA-95-A4VK-01	TCGA-95-A4VN-01	TCGA-95-A4VP-01	TCGA-97-7546-01	TCGA-97-7552-01	TCGA-97-7553-01	TCGA-97-7554-01	TCGA-97-7937-01	TCGA-97-7938-01	TCGA-97-7941-01	TCGA-97-8179-01	TCGA-97-A4M0-01	TCGA-97-A4M2-01	TCGA-97-A4M5-01	TCGA-97-A4M6-01	TCGA-97-A4M7-01	TCGA-99-7458-01	TCGA-99-8028-01	TCGA-J2-8192-01	TCGA-J2-8194-01	TCGA-J2-A4AD-01	TCGA-J2-A4AG-01	TCGA-L4-A4E5-01	TCGA-L4-A4E6-01	TCGA-L9-A443-01	TCGA-L9-A444-01	TCGA-L9-A50W-01	TCGA-L9-A5IP-01	TCGA-L9-A743-01	TCGA-L9-A7SV-01	TCGA-L9-A8F4-01	TCGA-MN-A4N1-01	TCGA-MN-A4N4-01	TCGA-MP-A4SV-01	TCGA-MP-A4SW-01	TCGA-MP-A4SY-01	TCGA-MP-A4T2-01	TCGA-MP-A4T4-01	TCGA-MP-A4T6-01	TCGA-MP-A4T7-01	TCGA-MP-A4T8-01	TCGA-MP-A4T9-01	TCGA-MP-A4TA-01	TCGA-MP-A4TC-01	TCGA-MP-A4TD-01	TCGA-MP-A4TE-01	TCGA-MP-A4TF-01	TCGA-MP-A4TH-01	TCGA-MP-A4TI-01	TCGA-MP-A4TJ-01	TCGA-MP-A4TK-01	TCGA-MP-A5C7-01	TCGA-NJ-A4YF-01	TCGA-NJ-A4YG-01	TCGA-NJ-A4YI-01	TCGA-NJ-A55A-01	TCGA-NJ-A55O-01	TCGA-NJ-A55R-01	TCGA-NJ-A7XG-01	TCGA-O1-A52J-01	TCGA-S2-AA1A-01
YWHAB|14-3-3_beta	-0.097506636	0.0311483184999998	-0.2548076585	-0.0572709375000002	-0.1342757935	-0.5500023445	-0.324213253	-0.0396766995000001	-0.3211241345	-0.115613911	-0.055667662	-0.166855564	-0.0413254619999999	-0.2245646885	-0.1077777775	-0.2013834465	-0.154239472	-0.1388442535	0.0581431674999999	0.1289671135	0.21471891	-0.0809233420000001	0.136075439	0.00231589699999973	0.133022699	0.0483129644999999	0.023060115	-0.128815343	-0.063630496	0.127520413	0.0715221575	-0.0674404965000001	0.0901168682500001	0.0335172709999998	0.0432381624999998	0.0711491945	-0.179169927	-0.127202951	0.1919402845	-0.0671764479999999	-0.141265713	-0.0360489200000001	-0.189006164	0.042189539	-0.0284050715000002	-0.1735058585	-0.0674974280000001	0.415488378	-0.1511969845	0.0686700109999999	0.0980908704999998	0.0390236589999999	0.189785955999999	0.0802930519999998	-0.190184238	-0.533546373500001	-0.0698638819999999	-0.127894049	-0.244919738	0.349179513	0.0482493735	0.284484819	1.0065000465	0.974627821	-0.084775929	0.2003277455	0.2415541675	0.442836856	-0.0536462684999999	0.0690345130000001	0.13075074025	0.0459490617500001	0.09327437625	0.1709506145	-0.0571263577499999	0.1241718125	0.199762059	0.115778981	-0.0910742714999999	-0.0208935950000001	0.00657033249999989	-0.279374658	0.3634809005	-0.0761305695000003	-0.2611076535	0.3250041995	0.4120464675	0.079943242	-0.379085626	-0.111406504	-0.2816300505	-0.0741868790000001	-0.3657352065	0.034129183	-0.16223557725	0.24451692025	0.074388017	0.459052341	0.93757177775	-0.0370735939999999	0.1616995965	-0.06720143275	0.13652333575	0.106606059	-0.100494429	-0.0805923295000002	-0.049801622	-0.0845824445	-0.1371758545	-0.108080129	-0.000218093500000016	0.3817417425	-0.0101065395	0.0922336864999999	-0.194232453	-0.1486865635	0.142564986	-0.1161211625	0.317462143	-0.00774294100000017	-0.0542370340000002	-0.0847894820000002	-0.125787517	-0.00513583000000004	-0.1344494745	0.0119645	0.0651321994999998	-0.0208925645000001	0.2300765715	0.1885838975	0.09914794925	0.239696784	0.1701490935	-0.1752728335	0.2607842765	0.2116116655	-0.2313788665	0.0320080779999999	0.0304356975	-0.0286110700000001	0.0279776154999999	0.1186936315	-0.2974078685	0.0212407159999998	0.0186828674999999	-0.1388913505	-0.0406825159999999	-0.1064703745	-0.725778589	-0.206340913	-0.0369665715000002	0.4095124945	0.203347948	-0.0328480240000001	0.10087543	-0.19164774	-0.04992118775	-0.03835170575	-0.0572099685	0.12990193	-0.184208107	-0.16995087275	-0.0843190207499999	0.00721066875000004	-0.00801818374999996	-0.137370602	-0.00761881224999994	0.13498106925	-0.1791816085	0.00456724699999998	0.106484516	0.248375092	0.4586194265	-0.0690394264999999	0.2463974315	0.1441519935	-0.255204252	0.0616013909999999	-0.311722905	-0.190037531	0.1457338685	0.201426214	0.238454925	-0.142213147	-0.079054457	-0.183665101	-0.0421061314999999	0.000278819499999999	0.0878700029999998	-0.00179342800000004	0.143972573	-0.1244444155	-0.190411332	0.0101161345	0.3023452975	0.2731224885	-0.1130578955	-0.154957919	-0.030902428	0.041750914	0.275037077	0.384750262	0.220844159	-0.21298371	0.250769535	-0.437344239	0.2229579955	0.0310083739999999	-0.195528061	0.123246718	0.141961019	-0.0155033405	0.0297271379999999	-0.0708138354999996	-0.0546169040000001	-0.136307415	-0.161523863	0.1403524425	0.0850832104999999	0.3225720235	0.258948137	0.241088682	0.4718775565	0.0390700719999998	-0.00660468900000011	1.0326781085	0.3299420915	0.322277388	0.371848463	0.1468013845	0.077615597	0.5790363835	0.45933254	0.1033823495	-0.0312248645000003	-0.1057158155	0.369777232	0.2549026305	0.600552816	0.426069351	0.0459111414999998	-0.26975624825	0.0432984724999997	0.259323173	-0.414982804	-0.074756836	-0.0549851190000001	-0.1935494065	0.09710548	0.5644738855	-0.187778442	0.2962228815	-0.048480282	0.0363542309999997	-0.0755205095	0.0812699382500001	-0.13084545975	-0.20881244575	-0.02411215	-0.0682492959999999	0.15861765475	0.0681408335000001	0.00225723700000008	-0.03892224875	-0.0152752754999999	-0.0638388515	-0.135038431	0.1015125035	0.0452937275	-0.0900567505000001	-0.11550055475	0.16964732125	0.18531879675	-0.0575066884999999	0.2056900415	0.13581802775	-0.02325495225	-0.0471456984999997	-0.1389101775	-0.251693129	-0.1286759525	-0.228154434	-0.2568765365	-0.2536634325	-0.220355569	-0.0716349690000001	0.2384092065	0.0831237094999997	0.0951866215	0.0590882837500001	0.1717778275	0.125447392	0.41345363225	0.4237214425	-0.103543367	0.10447426925	-0.11447460125	-0.11747470125	-0.035177002	0.271941094	-0.165601371	0.2018585825	-0.2145257115	-0.0953634310000001	0.150142759	-0.12491313675	0.40141221775	-0.1432102825	0.4523186505	0.360846608	0.3937183725	-0.0296945990000002	0.0979894939999997	0.301848494	0.104501281	-0.0640001677499999	0.0543033515000001	0.3139880135	-0.17867414875	-0.0197911702499999	0.265884302	0.0253632640000001	0.0764579052500001	0.0482344642500001	-0.07864773425	0.0165662852500001	0.16118923975	-0.0706727839999999	-0.00770128824999991	-0.19056803225	-0.00606362775000002	0.04321500475	0.0205057	-0.0026646105	-0.0144974440000001	0.0619646990000001	0.0871235227500001	0.0299892277500001	-0.00696443099999999	-0.1149833205	0.05491987325	0.0657894857500002	-0.0762209974999999	0.0759818655	0.049920229	-0.1177301325	0.25880591	0.11982879925	-0.07623257425	0.19401300475	0.8097750325	-0.0900496652500001	-0.0169915025000001	0.0318589192500001	0.068367923	-0.11262659925	0.0500135765	-0.0591880157499999	-0.0963457749999999	0.12827024225	0.13859365825	-0.0472902445	0.16088219875	0.149103431	0.1912814425
YWHAE|14-3-3_epsilon	-0.121851793	-0.0641085744999999	-0.00908973649999978	0.0521418765	-0.0403918084999999	-0.3069749415	-0.192730652	0.1223001035	-0.1876479605	-0.099144675	0.0490321869999999	0.0563230630000002	0.0366120059999999	-0.0531806715000001	-0.1059599425	0.0767251175000001	-0.285681415	-0.1049207955	-0.1377334815	0.0528838185	0.145920237	-0.0503303529999999	0.170364046	-0.015254126	0.0607334440000001	-0.0250385744999998	0.122739538	-0.0171608719999999	0.0617323950000002	0.127960924	0.1029632835	-0.1248316205	0.14501865175	0.45336132	-0.0302831644999998	0.0102886925000003	-0.180284727	-0.0157790799999999	0.1978354055	0.068899574	0.0517275620000002	0.055157165	-0.104001755	-0.189726175	-0.0794211585	0.1082671455	-0.000625524999999905	0.147058258	-0.1620001435	-0.091218315	0.0141665065	0.0271677050000001	0.191918819	0.321469232	-0.0419022819999999	-0.3294103115	-0.148012309	-0.15528868	0.00974292599999993	0.198795696	-0.0748329754999997	0.232992524	0.4404968525	0.112828384	0.159075267	0.1895791645	0.1286816065	0.322092145	-0.04768769	-0.0492333395000001	0.19134150975	0.20539836925	-0.0709602162500001	-0.0188224110000001	-0.06194839225	-0.386475739	0.226601199	0.212183559	-0.0123896874999998	0.0341227680000002	-0.0107058604999999	-0.0477222420000001	0.2345303305	-0.0409633015000002	-0.0893440354999998	0.1856144305	0.3246577865	0.0480470999999999	-0.285183826	-0.097969305	-0.2676470315	0.012926638	-0.1361090075	-0.1973027815	-0.07641726275	0.0418668197499999	0.1876780975	-0.0622140535	0.23547055625	0.0336641805	-0.077262493	0.15449578875	0.35441863325	0.2346827655	-0.109903484	-0.0232518275	-0.00610907599999988	0.1545869305	-0.0413739954999996	0.0286589900000001	0.0184653365	0.4036864645	-0.0117440744999999	0.0406866294999999	-0.048281241	-0.1093266075	-0.00491245600000001	-0.00806763149999989	0.214613278	-0.02418804	0.0538805590000001	-0.0130148099999999	0.00810970999999994	0.0710986580000001	-0.0458786255	-0.00852963999999978	-0.0934555154999999	0.0330301255	0.0979440245000002	0.2340569195	-0.05296082425	0.0201039225	0.0336376059999999	0.0357246225	0.2765935935	0.2691061245	-3.23580000000656e-05	-0.154668248	-0.0398969825	-0.0754375709999999	0.2704343335	-0.1069918525	-0.1771326115	-0.0328449160000001	-0.0969353474999999	-0.0216700025000001	-0.193403051	-0.0880456905	-0.764496357	-0.308514315	-0.0687916955	0.1438327385	0.112623875	-0.026653489	0.156999246	-0.1601032	-0.04779292625	-0.00282431025000004	-0.197560848	0.0844901924999999	-0.2199919025	-0.22293880925	-0.16573067525	-0.14737576375	-0.00104059925000005	0.1876129315	0.11179056925	0.02030097275	-0.0151139490000001	0.2214971645	0.0858068200000001	0.185580881	0.1539151735	-0.0462578524999998	0.3603003735	0.0458036175000002	0.155725126	0.047013457	-0.027898264	0.0667616529999999	-0.0936566635	0.00271371900000006	0.140312697	-0.218350781	-0.157522223	-0.192701436	0.2109407195	0.0161677625	0.0450269369999999	-0.717466901	0.0185796095	-0.073048708	0.00386273700000006	0.076308662	0.0939739444999999	0.0157219344999999	0.2826226245	0.066997413	-0.031813725	0.272611509	0.033423605	-0.1065207125	0.097599773	-0.107342688	0.038261801	-0.487378794	0.1239488245	-0.117498679	-0.0621614679999999	0.192796897	-0.0326824329999997	0.0850581745000001	-0.13422341	0.144889786500001	0.0316533260000001	-0.0573641049999999	0.0722915390000001	0.1356166535	0.0947500305	0.4856985905	0.318653566	0.173505074	0.3366309275	0.249350846	0.436551656	0.5583752125	0.2290522955	0.343452121	0.193663952	0.2192561625	0.422264898	0.3631425945	0.460513794	0.2870643335	-0.0363995475	0.0595396945000001	0.355264465	0.2262925765	0.17645484	0.412378497	0.3475791515	0.0316333512500001	0.0566347675	0.0659216380000001	-0.14474208	0.0945517700000002	0.0697510800000001	-0.2210358845	0.0659749390000002	0.3828500435	0.064955862	0.1670223535	-0.00870296899999987	-0.027464273	0.034648794	0.00135123775000001	-0.0512829462500001	-0.21641396425	-0.1344749865	-0.1205371705	0.0204851082500001	0.079444635	-0.1464784575	0.13494181375	0.0624335930000001	0.157026464	-0.0422387435000001	0.259928994	-0.145635081	-0.040961813	0.00913675275000003	-0.05844309425	0.16893639325	-0.108102578	0.240049579	-0.30421064175	-0.0295910827500001	-0.0579090874999996	-0.0748410804999999	-0.065830739	-0.0530310655	-0.206968006	-0.0981875694999997	-0.2413236465	-0.195279661	-0.0584544230000001	0.0521742905	0.0225010494999998	-0.030894851	0.08390348925	0.198560418	-0.1799282635	0.11665561275	0.2427064995	-0.1354942715	0.26080705775	-0.23867122375	-0.21605522975	0.0578163289999999	0.220060772	-0.0624794180000001	0.0925967495000002	-0.188307066499999	-0.0749037440000001	0.1543623935	-0.13509805025	0.34108514425	-0.00516808049999984	0.2510651725	0.321980326	0.1823778265	-0.122398899	-0.0522133069999999	0.000171901999999946	-0.0612557244999999	-0.11628247725	0.0793433530000001	-0.109852145	0.0353563967499999	0.04896410925	0.217235097	0.00197048149999995	0.13283428175	-0.11738539725	-0.0192401197500002	-0.17112992225	0.0529457142500001	-0.1362584385	-0.09763208375	-0.03820909175	-0.21989113025	-0.12930055975	0.0481941594999999	-0.0783801270000001	0.1893552285	-0.0898419825	-0.24304424475	-0.16987452475	-0.2751221235	0.217027605	0.19654566275	-0.02865069175	-0.209357577	0.024984765	-0.0750714135	-0.000179401999999995	0.1000047895	-0.02204523325	0.16654999625	-0.0617885307500001	0.04211265	0.0166636362499999	-0.062549959	0.10428244275	-0.1231303345	-0.03752692075	-0.09930016	0.02083221275	-0.0427173284999999	0.06091836875	-0.12853766525	0.201005892	0.0726103722499999	0.0508234395	-0.011341622
YWHAZ|14-3-3_zeta	-0.169452828	-0.0799768345000001	0.0529668234999998	-0.0703256785000003	0.0479580794999999	-0.7565759045	-0.139873008	-0.4356840715	-0.4466127925	-0.809416031	0.108900894	-0.163539166	0.0442747239999999	0.9383524435	-0.6217666785	0.4298420805	-0.563918056	0.1216152405	-0.7915762435	-0.2357198065	0.0763697670000001	-0.138242593	0.616043761	-0.50652855	-0.0184914700000002	0.3702261815	0.273024731	0.424587641	-0.481609729	-0.494906424	0.7978070355	-0.2151578445	-0.20379240775	-0.264804017	0.1178879475	-0.4339239475	-0.725529083	-1.091293765	1.8001639135	1.323032929	-0.771593094	0.238167967	0.326789881	-0.566743546	-0.1399737675	-0.0194095815000002	0.4083101	-1.116143141	0.4163319615	-0.27394843	0.3255484795	-0.618709728	-1.711536598	2.316221246	-0.0722333990000002	-0.3538427435	-0.596140577	-0.528847047	0.522555016	-0.101891076	-0.5445315905	0.575639992	3.9058804345	1.022044213	0.504917795	0.7168649115	0.3935611835	1.326281255	-0.0549513365	0.027975273	-0.0969799527499999	0.14961990975	-0.0634501657500001	0.0291561355	0.000798757250000004	-0.2555606485	-0.190541821	-0.419421063	-0.3444775125	-0.878088579	-0.00267641249999989	-0.272684889	0.5085632625	0.0633923215000001	0.3327013855	-0.1365914805	1.4985141425	-1.090777913	-0.765282815	-0.568113629	-0.2792489315	0.499373016	0.7526995005	0.167790179	0.0462522127500001	0.09472700325	0.255022966	0.214429174	0.59122517375	0.234793412	-0.000250497499999947	0.01421745525	-0.0768178152499999	0.12755553	-0.216712172	-0.5317502405	-0.312262692	0.3314924355	-0.6094040355	-0.262655064	0.2095502685	0.8370250005	-0.2692342805	-0.5543707495	0.317833404	-0.2742320925	-0.522322861	0.1235139245	-1.110350519	-0.385371051	0.294257867	-0.413859596	-0.0975934940000002	0.285642697	-0.3217361215	-0.170224729	0.0802697564999999	-0.1917792845	-0.4395227555	1.5996089965	-0.17996813675	0.41174811	-0.1667107995	0.4878999045	1.1971434345	1.6160783395	0.0546757945	-0.410338227	-0.0743477235000001	0.0176852659999998	-0.5427142815	-0.7578289065	0.3414963985	-0.292784736	-0.8613114965	-0.1825142645	-0.155350728	-0.6431275605	-0.00539352299999996	-0.238492856	-0.4999965015	0.8101902475	0.683297535	0.336371291	0.346677354	0.164067508	-0.18363949075	0.07513587725	0.5411566875	0.026677139	0.486845678	-0.26110713375	0.08840772925	0.19246052175	0.24736995625	0.18602576	-0.00240767724999991	-0.33598503575	-0.0913294674999999	0.240077453	-0.136501595	0.825932795	-0.4481997495	-0.5098180905	-0.1129836555	-0.5105228475	0.457482517	-0.724166357	0.424707775	0.360524655	-0.4175152645	-0.208556522	-0.414164015	-0.393976364	0.119025977	0.160300979	0.6489986145	0.3018433025	-0.123743212	-0.215440003	0.078208481	0.0764751835	0.490971586	-0.2795290485	0.0348418094999998	-0.0860198735000002	0.3192326755	-0.018610577	-0.266591189	0.325818007	-0.261921841	0.040839035	-0.8008412	0.73416535	-1.17707109	0.874479486	-0.1564399845	-0.076767713	-0.00276296100000029	-0.928018222	0.789932291	-0.2311603675	-0.711499268	-0.1861016375	0.296550736	0.885947179	1.268443028	-0.1999742645	-0.2161324735	0.5847258335	0.562352551	0.040815268	-0.3503579695	1.125816079	1.08535377	0.5548539185	-0.1271091405	2.639630838	0.319747607	0.8832875465	1.259606304	-1.0895220315	1.863911769	0.5665198065	0.0534088614999998	0.1222968525	-0.197377535	-0.0363088435000001	2.239811033	2.374972171	-0.2409023155	-0.0308352612499999	0.2413311955	-0.0868086180000001	-0.513053286	-0.0945869310000001	-0.340100071	-0.4043472325	0.408530903	2.6465762725	0.0454593699999998	1.9742411935	0.45941453	-0.0957295779999999	0.4441253695	-0.00703963274999997	0.21011237625	0.14595380925	-0.26698021	-0.043048787	0.40704820175	-0.0209632614999999	0.065687123	-0.12707341575	-0.0725196735	-0.0580647235	0.810529765	0.2987144535	-0.2328181205	0.3823934295	-0.03136644175	0.07119369725	-0.00281370025000005	0.5649764585	0.1486550605	-0.10489246325	-0.19978920225	0.1687211125	-1.0553592415	-0.346223608	-0.6516227975	-0.512489769	0.1765816815	-0.2724421795	-0.121215559	-0.979660773	-1.0530299355	0.6432537505	-0.0754368515	-0.10797818325	0.4734761245	-0.133907973	-0.33882867875	0.6962515025	-0.246174313	-0.16075043575	0.04764536475	0.13992304275	-0.015290106	0.0317828939999996	0.165243702	0.3719324155	-0.2275552785	0.172840987	-0.169208156	0.36071127625	0.24579119475	-0.9184607245	1.0018184405	0.848102748	0.2310379825	0.0495671209999999	-0.549769473	0.0472045569999999	-0.16443956	-0.19551505175	0.0755333965	-0.1154690905	-0.0434793567500001	-0.27057847125	0.801017955	-0.309410066	0.01493354025	0.45972511625	-0.12412437125	-0.11917449475	-0.0386634252499999	0.0400584820000001	0.08596641675	-0.12868968725	0.15164121625	0.45310147275	0.0295885670000001	-0.1085939695	-0.081570398	-0.149595993	0.14479190075	0.0924445337500001	0.231650006	0.1726863075	-0.15405017375	0.53014881775	-0.1382871925	-0.2450740375	0.608508063	0.0893707785000001	-0.083111937	0.20456483325	0.14128975075	0.66955630175	0.5125396425	0.02835093875	-0.2567866055	-0.29151899575	0.102886907	-0.09225649525	0.7637871315	0.20788228225	-0.0958470599999999	0.27200211225	-0.05290589675	0.1686787405	0.28725298375	-0.416487372	0.1619420505
