Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4389-01	TCGA-05-4395-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4426-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4434-01	TCGA-17-Z000-01	TCGA-17-Z001-01	TCGA-17-Z002-01	TCGA-17-Z003-01	TCGA-17-Z004-01	TCGA-17-Z005-01	TCGA-17-Z006-01	TCGA-17-Z007-01	TCGA-17-Z008-01	TCGA-17-Z009-01	TCGA-17-Z010-01	TCGA-17-Z011-01	TCGA-17-Z012-01	TCGA-17-Z013-01	TCGA-17-Z014-01	TCGA-17-Z015-01	TCGA-17-Z016-01	TCGA-17-Z017-01	TCGA-17-Z018-01	TCGA-17-Z019-01	TCGA-17-Z020-01	TCGA-17-Z021-01	TCGA-17-Z022-01	TCGA-17-Z023-01	TCGA-17-Z024-01	TCGA-17-Z025-01	TCGA-17-Z026-01	TCGA-17-Z027-01	TCGA-17-Z028-01	TCGA-17-Z029-01	TCGA-17-Z030-01	TCGA-17-Z031-01	TCGA-17-Z032-01	TCGA-17-Z033-01	TCGA-17-Z034-01	TCGA-17-Z035-01	TCGA-17-Z036-01	TCGA-17-Z037-01	TCGA-17-Z038-01	TCGA-17-Z039-01	TCGA-17-Z040-01	TCGA-17-Z041-01	TCGA-17-Z042-01	TCGA-17-Z043-01	TCGA-17-Z044-01	TCGA-17-Z045-01	TCGA-17-Z046-01	TCGA-17-Z047-01	TCGA-17-Z048-01	TCGA-17-Z049-01	TCGA-17-Z050-01	TCGA-17-Z051-01	TCGA-17-Z052-01	TCGA-17-Z053-01	TCGA-17-Z054-01	TCGA-17-Z056-01	TCGA-17-Z058-01	TCGA-17-Z059-01	TCGA-17-Z060-01	TCGA-17-Z061-01	TCGA-17-Z062-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4629-01	TCGA-38-4630-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-49-4486-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4677-01
TSFM	10102	0.023572258	0.029198741	0.027977215	0.027185967	0.023015222	0.021192388	0.026565816	0.024066314	0.038773356	0.034724388	0.027693557	0.09778133	0.02604592	0.030853806	0.029118174	0.027752509	0.029170504	0.031564173	0.036369836	0.036122127	0.035453923	0.035560732	0.038591219	0.053155518	0.035190121	0.0229933	0.025515606	0.040333029	0.028625036	0.049481245	0.052737902	0.034416505	0.027589465	0.035482453	0.029424752	0.041887544	0.036338122	0.022756884	0.031493562	0.027681371	0.026991075	0.021362867	0.034863036	0.035665572	0.046878539	0.017885293	0.029972691	0.035336895	0.040190154	0.059477551	0.032288095	0.040857295	0.025987303	0.024453349	0.025654254	0.042903496	0.03355714	0.020263307	0.02163117	0.047447705	0.026719435	0.027387932	0.029850099	0.039999611	0.039055115	0.051730938	0.020319656	0.024821447	0.027809554	0.029467297	0.034054076	0.044888361	0.032540096	0.040971992	0.036160404	0.040684563	0.03595198	0.025433728	0.026428889	0.029272353	0.030218472	0.028320582	0.03078895	0.031872868	0.017305169	0.032540857	0.044789803	0.026410144	0.028544307	0.018589079	0.025365905	0.034582903	0.028434121	0.027232011	0.022497533	0.038438537	0.030055558	0.02342256	0.028502018	0.031482961	0.026728855	0.03183999	0.034398784	0.024582153	0.028446098	0.01840628	0.022032924	0.035461275	0.025964067	0.027940955	0.020548992	0.024302665	0.031230273	0.019995867	0.027281243	0.025605351	0.041715104	0.025684406	0.014537811	0.028863193	0.030112556	0.027510008	0.023378707	0.017068866	0.027806278	0.031099881
FKBP8	23770	0.020715764	0.025193946	0.024555693	0.01812103	0.027608898	0.032954814	0.025019679	0.023378826	0.025900882	0.018464965	0.026547837	0.066439875	0.024656093	0.022044472	0.02175845	0.031446831	0.02872143	0.030914442	0.04603131	0.035782733	0.027747185	0.034945382	0.043321185	0.063904289	0.037728518	0.032078727	0.029832432	0.056897108	0.041619006	NA	NA	0.034685556	0.041914341	0.051372718	0.027564476	0.035555627	0.036533122	0.028372976	0.030229875	0.034791914	0.027853771	0.026648161	0.032410678	0.053507177	0.026164786	0.02785826	0.030569159	0.040915665	0.045521882	NA	0.02787005	0.062913515	0.036376603	0.02913132	0.022999209	0.029081858	0.025314864	0.026277807	0.024561857	0.068277716	0.028718258	0.028506172	0.050912924	0.046924286	0.03585657	0.051394326	0.019062372	0.026961381	0.027893006	0.02797032	0.034394977	0.042686276	0.027148376	0.032612751	0.029387108	0.061148719	0.035188016	0.026564197	0.022049318	0.03437727	0.018503546	0.019757863	0.025979306	0.027462533	0.026743145	0.0306138	0.03021247	0.023497567	0.024976068	0.022138225	0.019975676	0.020465017	0.026267433	0.01924227	0.027598567	0.029877113	0.021389562	0.031671681	0.023389151	0.01560667	0.02020133	0.021312239	0.021950185	0.024420376	0.021752664	0.021959804	0.024776723	0.021024894	0.036362225	0.028141512	0.02259821	0.026573223	0.02193184	0.020294416	0.018880429	0.023226989	0.029667202	0.014375831	0.018738349	0.055084537	0.025016183	0.022260471	0.027562262	0.030656527	0.01693508	0.026252131
LY75	4065	0.501786381	0.480306063	0.050327592	0.107151983	0.578845282	0.823471015	0.039465175	0.262654401	0.043217544	0.092214662	0.611937444	0.128781062	0.029218383	0.793053888	0.490037093	0.043439077	0.599370537	0.26935487	0.085340686	0.706034631	0.08669509	0.052784136	0.523373299	0.035681872	0.067749075	0.109371175	0.124121521	0.384976558	0.634596121	0.116027006	0.672633245	0.804311608	0.89067344	0.535547694	0.056942192	0.50186452	0.100946601	0.054883739	0.22144729	0.04969427	0.604953724	0.082865918	0.59168299	0.107510965	0.072758093	0.052937238	0.370758087	0.165096963	0.047132854	0.151657255	0.505862273	0.139794998	0.47771246	0.701286928	0.051155422	0.187489888	0.615942938	0.100912712	0.075075822	0.083440565	0.257487566	0.250162228	0.054904622	0.061115096	0.479382998	0.539802589	0.059817414	0.168572588	0.050607299	0.088464758	0.576799099	0.824087795	0.21549058	0.966241691	0.23910793	0.356797041	0.615350755	0.455195605	0.760282119	0.061316001	0.03214874	0.083933731	0.104654618	0.29495032	0.077329363	0.56877187	0.505342354	0.359019439	0.545490413	0.06019492	0.190420437	0.041511161	0.310369984	0.721498959	0.60548217	0.048225284	0.36711077	0.104459652	0.561923364	0.723885021	0.45528654	0.305799649	0.05987471	0.367323855	0.365710525	0.317989736	0.068373359	0.597346771	0.036163481	0.790401579	0.046043555	0.485279496	0.531890242	0.030788346	0.550644334	0.04261599	0.302284095	0.6113091	0.130272581	0.63525457	0.618867086	0.033542692	0.139296849	0.816185344	0.593416652	0.718343727
DAGLB	221955	0.012196683	0.013034005	0.01483717	0.011973034	0.009435854	0.01168597	0.011938356	0.009425296	0.009519303	0.013221494	0.012172662	0.023175176	0.010755716	0.012866038	0.013214271	0.013210361	0.013774214	0.020306983	NA	0.031161012	0.019328957	0.015031571	0.023440197	NA	0.018701913	0.015063063	0.023407357	0.01445719	0.013639305	0.016793802	0.02037438	0.015741866	0.015908014	0.013288563	0.01237782	0.021335929	0.02050131	0.011673625	0.019214787	0.020442427	0.024660626	0.015405737	0.035007951	0.020171827	0.024190054	0.015559498	0.020530307	0.018701846	0.014791667	0.026960184	0.022795444	0.020211348	0.019114141	0.019190529	0.013871817	0.014513589	0.017313576	0.013617022	0.010585608	0.020631193	0.015541419	0.016891548	0.022819668	0.009295674	0.024391176	0.019652063	0.013600398	0.016336812	0.018870453	0.018696451	0.022097485	0.01555053	0.018402811	NA	0.015359217	0.025671251	0.009767128	0.018579238	0.013748482	0.014760109	0.012393903	0.011473672	0.013186673	0.013018808	0.009592443	0.013077172	0.01929418	0.015685409	0.011592243	0.012896004	0.011773447	0.010276442	0.011609925	0.012471968	0.011870041	0.011226094	0.010409604	0.011418925	0.013188976	0.012681464	0.010599141	0.009226422	0.009398331	0.010676059	0.011410261	0.011701532	0.013926711	0.011094467	0.010376987	0.011321751	0.010708568	0.011445521	0.011098109	0.013141312	0.009491993	0.012582676	0.009949043	0.012167822	0.014875996	0.013293952	0.01226425	0.011820876	0.011335897	0.008484809	0.010943222	0.014921199
PMF1	11243	0.785694162	0.543380051	0.907974249	0.641191182	0.600144708	0.946702381	0.88502384	0.749324469	0.828352581	0.785523875	0.852361959	0.675066566	0.719974161	0.772050595	0.782217475	0.466366103	0.869022952	0.722609652	0.727612912	0.887247081	0.679384668	0.75888168	0.79686062	0.873177682	0.63034077	0.594970939	0.910500033	0.906113495	0.831441722	0.849914204	0.902995385	0.92539803	0.707180356	0.719810416	0.86453782	0.647556163	0.576094709	0.868527371	0.909175923	0.854885559	0.821001408	0.381642383	0.852986849	0.841336458	0.916706135	0.799353888	0.872402419	0.895892714	0.836574282	0.699530653	0.752352716	0.812713849	0.819063636	0.915239859	0.868872227	0.640274489	0.787145793	0.76685236	0.546837911	0.942486781	0.787417821	0.880112554	0.788349569	0.942701697	0.846447734	0.686644802	0.956581196	0.874349578	0.740117023	0.942181444	0.776175101	0.600475551	0.941488217	0.852967679	0.770541102	0.863954226	0.926254429	0.897737677	0.746561415	0.806042283	0.779784159	0.847370428	0.831426465	0.766737232	0.732553803	0.8339017	0.774125063	0.710794423	0.833288557	0.867203305	0.834608073	0.656243858	0.714751268	0.739184753	0.818834828	0.87845434	0.81422862	0.770145155	0.892803509	0.680022617	0.578953659	0.855146977	0.725799044	0.849837923	0.680630008	0.892479791	0.779358125	0.697823832	0.711282994	0.618543203	0.589822437	0.597207887	0.843958974	0.841911191	0.884455992	0.533196158	0.637653656	0.64746813	0.692291911	0.74451835	0.850591678	0.944654086	0.839420767	0.799929823	0.559548629	0.582692062
PIGQ	9091	0.022185812	0.01546571	0.021563355	0.021753322	0.023111152	0.023330227	0.018216583	0.019789445	0.015641256	0.025693678	0.019473226	0.054695903	0.022171768	0.019702104	0.023141876	0.020429303	0.027862647	0.020872301	0.047477036	0.030180536	0.038090675	0.019300904	0.064789739	0.042864201	0.031835838	0.022700036	0.026674906	0.027494897	0.018436735	0.031085521	0.025405948	0.016899337	0.027587203	0.019442365	0.021619355	0.038517965	0.044311723	0.027591905	0.123984515	0.021478159	0.031705987	0.018692585	0.01975081	0.024131525	0.016491529	0.027806024	0.046622044	0.032187769	0.03576119	0.033462513	0.030150592	0.022020995	0.026163164	0.021761247	0.025170421	0.025694801	0.090728297	0.025748158	0.023966784	0.029269188	0.022553367	0.03791403	0.032523206	0.023354051	0.067630258	0.02372661	0.025163574	0.025316639	0.026577239	0.044565291	0.032706597	0.029456659	0.022313876	0.021041321	0.020322592	0.030960272	0.017356171	0.036935302	0.0194518	0.03262013	0.024209753	0.017003975	0.018665653	0.020986816	0.028028194	0.023725487	0.027944654	0.01988631	0.023759675	0.028475246	0.023973624	0.031142218	0.016622343	0.021649034	0.029135189	0.025454104	0.0187775	0.033485415	0.021828648	0.022792852	0.015273581	0.022198943	0.016526665	0.014517144	0.01919529	0.019496898	0.026372441	0.016444893	0.019267978	0.028334075	0.017815809	0.019945045	0.022879047	0.019210102	0.014520976	0.042563349	0.017489263	0.019958678	0.021019853	0.019149561	0.021948292	0.031638145	0.020437039	0.014825336	0.01779042	0.019678887
PCDHAC2	56134	0.651753351	0.242007351	0.561127726	0.423904402	0.311932636	0.7238695	0.779582568	0.574338729	0.389952685	0.613026639	0.573766867	0.649608505	0.327197437	0.485179365	0.511676404	0.328633319	0.47328531	0.514486191	0.377148153	0.640406281	0.498922454	0.306692727	0.452836293	0.518738217	0.66870248	0.413277904	0.424039324	0.567241312	0.60235092	0.417547232	0.396042234	0.609917809	0.683753157	0.103644245	0.430532601	0.385461762	0.252061145	0.32900121	0.464551642	0.512591591	0.421644739	0.686697949	0.572102117	0.422261562	0.867887564	0.494008254	0.435469902	0.433828434	0.848696381	0.467020459	0.480544332	0.433419821	0.489453467	0.51454208	0.589627685	0.855821233	0.491600882	0.55484871	0.725850432	0.537420769	0.503241226	0.229738039	0.564651824	0.575048401	0.382696437	0.544769193	0.783845166	0.381592141	0.731496551	0.506590382	0.592972941	0.342150738	0.314899489	0.097352769	0.501960392	0.476884001	0.745734201	0.447907365	0.59722138	0.463034209	0.220044279	0.591068297	0.336363382	0.368838211	0.673888846	0.622695735	0.384273477	0.411305168	0.574340987	0.405763736	0.414452627	0.181026326	0.523050273	0.29814338	0.501036627	0.409911613	0.582232365	0.545780682	0.498844365	0.537227682	0.605596691	0.484915037	0.248896502	0.647550622	0.442443669	0.300187871	0.458164276	0.595108778	0.269827665	0.606839828	0.457600766	0.49847777	0.362782206	0.461502363	0.549137746	0.337508865	0.450234442	0.33373168	0.384653433	0.272326369	0.646578666	0.648526751	0.668527914	0.431299351	0.547692942	0.553147051
EPHX2	2053	0.037631331	0.036013418	0.022765622	0.074284684	0.057774968	0.038976618	0.077182795	0.064627722	0.056811342	0.243002691	0.072012915	0.031708652	0.088248918	0.021851372	0.053917861	0.059059114	0.025871421	0.047429314	0.137926942	0.05154943	0.032132741	0.01170706	0.098730396	0.025720199	0.077087261	0.047885724	0.170883994	0.024668641	0.064357386	0.063520081	0.019444531	0.084703913	0.052585799	0.018363812	0.032957185	0.033032404	0.095151495	0.137318571	0.071281367	0.033030638	0.148782594	0.020378086	0.026115154	0.104404094	0.017893169	0.052371984	0.075195025	0.079280842	0.022398713	0.05426579	0.101925586	0.094471938	0.054265225	0.093015892	0.060848934	0.02341905	0.115609184	0.014131424	0.012482018	0.30486725	0.514969174	0.024093151	0.085615081	0.036473122	0.034664634	0.018775323	0.021740425	0.03325988	0.283751111	0.148387113	0.115454493	0.024750744	0.019729165	0.02143292	0.031069994	0.049808335	0.185138892	0.103848773	0.046326849	0.054809745	0.041735728	0.102867735	0.04880284	0.042996871	0.019216885	0.059507685	0.022971101	0.065931231	0.111309646	0.149543953	0.079610726	0.027440201	0.01549937	0.040250715	0.049176203	0.101252526	0.046008231	0.161119616	0.053564153	0.081391967	0.035659299	0.038556769	0.066344339	0.062715781	0.107645021	0.056244007	0.073274936	0.025810575	0.034943677	0.040481652	0.029830603	0.040459817	0.105660169	0.038357068	0.022223906	0.08570112	0.11861248	0.02279262	0.048140079	0.056783373	0.125698452	0.078546557	0.055701369	0.022764285	0.028968693	0.167664978
SMU1	55234	0.055475927	0.04259475	0.066148184	0.039736064	0.02625776	0.057161014	0.042895793	0.028741812	0.043481934	0.043549858	0.047447555	0.182413804	0.038138397	0.050238372	0.051954977	0.037393989	0.051409367	0.101035422	0.132861245	0.064968146	0.08882586	0.04222126	0.058006322	0.163971236	0.039239693	0.069771885	0.08489587	0.063984932	0.055142807	0.073097384	0.056194873	0.054597073	0.065518151	0.049811614	0.052851733	0.066363539	0.0932184	0.048688724	0.07865666	0.05036915	0.055036094	0.064715819	0.071312344	0.072381767	0.172651113	0.069796285	0.067371443	0.086894818	0.036810487	0.08027204	0.066909171	0.060166642	0.093432917	0.076220221	0.036150727	0.080384978	0.110649413	0.098115507	0.082007109	0.0582235	0.065829602	0.087581062	0.052063627	0.079844802	0.074310368	0.066455131	0.048290391	0.078608704	0.035261561	0.094949285	0.129004744	0.108368232	0.084007662	0.046574037	0.095887877	0.078997309	0.056971267	0.076344899	0.053756404	0.053933103	0.053710405	0.035156261	0.078486744	0.040439797	0.045225095	0.04534368	0.064969943	0.051476105	0.038103188	0.040898546	0.043567211	0.04145809	0.03930015	0.041763312	0.03510441	0.083692938	0.033712719	0.046248305	0.047648855	0.040395487	0.026222657	0.030203552	0.036520621	0.045743094	0.039249166	0.028722746	0.061358766	0.036729714	0.042086477	0.040766244	0.042801103	0.032402663	0.042217406	0.037179836	0.050150669	0.038740878	0.057423442	0.030523318	0.035650138	0.062314166	0.045621229	0.031835985	0.039289003	0.036560941	0.040172114	0.050983903
ZNF696	79943	0.415066998	0.079885378	0.23053332	0.156968903	0.186178467	0.155677014	0.198975239	0.080613868	0.092922563	0.067172851	0.249641358	0.044001518	0.205193696	0.060809342	0.147500788	0.059383382	0.291803622	0.139903799	0.057925426	0.16313356	0.099366019	0.331484314	0.238723791	0.071832297	0.118587507	0.075551265	0.193973587	0.149321514	0.116480969	0.191498124	0.065220391	0.450676324	0.048218433	0.044226158	0.122077134	0.2800732	0.055747256	0.287924287	0.478390511	0.145791881	0.231630727	0.0621937	0.228140111	0.126960197	0.052222884	0.111801649	0.101154272	0.135603451	0.069346412	0.118229325	0.141924022	0.127136106	0.087885761	0.124778562	0.108602498	0.026519923	0.304703875	0.094932127	0.031935939	0.141020706	0.110587547	0.082381058	0.187505709	0.438632359	0.269503735	0.0968448	0.342985092	0.074958481	0.034827834	0.216972821	0.246722244	0.050654363	0.099572049	0.033790361	0.117194011	0.117859235	0.350757017	0.282260866	0.12172896	0.097675984	0.248956966	0.291920846	0.112823823	0.184221508	0.061473913	0.451869689	0.043900963	0.095102677	0.292428381	0.247095905	0.318657357	0.06464862	0.40679662	0.209974533	0.193753342	0.232298715	0.093535944	0.176451518	0.628362617	0.121203217	0.043274951	0.085671021	0.084664257	0.126161724	0.112691428	0.194460836	0.045797923	0.027052962	0.068967005	0.068514164	0.060212672	0.185229612	0.084525431	0.030926185	0.152875069	0.194868892	0.153619811	0.353065027	0.17429702	0.087662952	0.288764695	0.541003601	0.158740624	0.704899393	0.064543708	0.117223073
TCTEX1D1	200132	0.548143578	0.516332324	0.471710855	0.296492287	0.550967387	0.663854243	0.754559291	0.401380016	0.328566213	0.358681576	0.432817816	0.021653914	0.37583042	0.32445305	0.28454339	0.280522024	0.535814278	0.616780254	0.398794115	0.514511352	0.028886219	0.017105801	0.203325432	0.813829641	0.163182559	0.369920837	0.08844825	0.358204666	0.461581861	0.215017959	0.201025791	0.533051294	0.5324671	0.773179846	0.417848047	0.235636734	0.019941609	0.165403542	0.112299958	0.432500828	0.346783823	0.104546395	0.253264377	0.403274667	0.930034858	0.475283413	0.021695421	0.139274956	0.889693093	0.521935362	0.262117761	0.022284016	0.357077156	0.3567428	0.448541627	0.945815157	0.047198173	0.408068991	0.022989323	0.484995041	0.534284896	0.528010117	0.448113007	0.548078087	0.100599325	0.393816006	0.816549166	0.379321851	0.85693887	0.104641839	0.197780579	0.481837236	0.106653952	0.977338155	0.474929521	0.191174743	0.974611566	0.150892499	0.502298627	0.183079836	0.412902512	0.446327389	0.1433492	0.137043868	0.508584993	0.391562945	0.7787887	0.033496284	0.433654994	0.096361751	0.051115304	0.124756893	0.265314307	0.527260726	0.275066069	0.286648375	0.272761151	0.436720944	0.53367011	0.560565165	0.250967793	0.195208749	0.119315618	0.585778784	0.237169446	0.353331833	0.216486426	0.356536096	0.020161592	0.462734848	0.02544118	0.4944592	0.272344214	0.524652673	0.591463772	0.031371492	0.137553297	0.515137666	0.407385176	0.405593569	0.669067821	0.429899409	0.517682023	0.390233646	0.608534771	0.432695829
HES6	55502	0.665730608	0.509432839	0.705512086	0.100706465	0.386084332	0.520024493	0.094141762	0.726465365	0.125174784	0.172664041	0.759584818	0.067257429	0.233051775	0.645837015	0.377277766	0.160770173	0.642379401	0.60947789	0.3011947	0.789648531	0.623851452	0.059999596	0.557767196	0.065353633	0.119292422	0.169122684	0.287472738	0.702605799	0.449987196	0.338949304	0.275076535	0.749771038	0.785791452	0.121187026	0.567525852	0.711200941	0.155117368	0.57270991	0.525243495	0.26865189	0.338647249	0.069460455	0.555644288	0.525335696	0.048182758	0.414318807	0.259882494	0.542317712	0.05509656	0.198205334	0.234951807	0.263331838	0.191168591	0.670195968	0.211166125	0.223511816	0.450477773	0.266393185	0.134796038	0.57563838	0.31100754	0.152153566	0.469114594	0.446057608	0.398090793	0.546187953	0.050649141	0.493207409	0.065687768	0.64778032	0.161730623	0.08403733	0.257132843	0.0361755	0.152812516	0.553414565	0.048372224	0.633103752	0.625990253	0.372241355	0.216027132	0.599818846	0.187204294	0.182353688	0.10555605	0.618301325	0.116579437	0.245762181	0.57635934	0.315956173	0.378273171	0.211120269	0.150149052	0.306171495	0.49728052	0.636513396	0.142640787	0.312584703	0.469554993	0.811792466	0.491024131	0.752411899	0.221475176	0.629145905	0.623475589	0.498319813	0.179061526	0.104025272	0.146903345	0.22288046	0.115367196	0.21039312	0.256614191	0.072364532	0.097740413	0.124252738	0.167321922	0.275293318	0.152351482	0.075701786	0.82703805	0.738708756	0.273164393	0.856979518	0.778018945	0.444912881
ZNF131	7690	0.932168052	0.910065466	0.95049209	0.820269814	0.843636798	0.694331708	0.812408559	0.949823328	0.925399763	0.858193291	0.858093377	0.848961879	0.751189862	0.939943362	0.952709967	0.828768176	0.851693194	0.85540788	0.533744106	0.931129196	0.827702632	0.90510159	0.883314097	0.756723508	0.895421082	0.869812315	0.882027512	0.875398105	0.900267316	0.883277081	0.876822451	0.925921538	0.951963436	0.876535957	0.899142725	0.782713251	0.895027708	0.772377615	0.911625281	0.915690972	0.821045645	0.931387031	0.923400429	0.927336065	0.52067888	0.913864331	0.898687255	0.925681367	0.948919556	0.864585415	0.920805627	0.850659188	0.883584625	0.911015239	0.885533641	0.934333894	0.898621421	0.906756587	0.380103969	0.840490919	0.943389341	0.911355816	0.872611094	0.941313185	0.886022192	0.814125091	0.941161975	0.939242501	0.563332579	0.819906166	0.846215672	0.924941306	0.901542912	NA	0.843273372	0.876669172	0.96016654	0.860459734	0.885712498	0.940438349	0.893921721	0.949367394	0.922659084	0.935532037	0.877755912	0.915687888	0.949051605	0.881900134	0.88903574	0.872037212	0.851767183	0.900747223	0.894457277	0.81984342	0.93346128	0.862032129	0.917056788	0.929018182	0.881385032	0.898079088	0.937946333	0.950909061	0.877951338	0.93964259	0.913003702	0.891219695	0.89144408	0.801712984	0.797860277	0.947458296	0.925165368	0.915883967	0.831184086	0.930585924	0.937819698	0.739070305	0.805670034	0.965395572	0.841643653	0.934093815	0.940375699	0.947043619	0.869030714	0.886594678	0.937283303	0.933872763
FOXJ1	2302	0.535386857	0.04913454	0.106659087	0.360580709	0.574944281	0.695390322	0.090360947	0.663810523	0.090179533	0.123871033	0.239427766	0.070010057	0.564791562	0.094149433	0.193846367	0.116004808	0.228468052	0.135175819	0.297049554	0.428885639	0.361310614	0.0819101	0.251486863	0.454531206	0.150094243	0.446818782	0.219647082	0.233721831	0.070827599	0.253152344	0.608153778	0.509082058	0.450186352	0.747735885	0.436624789	0.199262297	0.465964082	0.287987518	0.301718444	0.161991653	0.493694918	0.411649143	0.280374816	0.475221619	0.778339237	0.156976647	0.211237213	0.381897041	0.067526428	0.177770351	0.386555848	0.222887007	0.192486838	0.466060024	0.634672406	0.047350428	0.518393262	0.138872339	0.335705725	0.250694673	0.497980997	0.12922849	0.425315137	0.505587827	0.272243318	0.282217576	0.387999794	0.121508094	0.487843285	0.347133867	0.541577683	0.088361135	0.093455846	0.453710493	0.385618861	0.372335415	0.023135724	0.357843616	0.474596728	0.543902845	0.201868231	0.251774413	0.157518943	0.14807023	0.109252138	0.572209068	0.714359417	0.138736401	0.172096486	0.197124026	0.279781358	0.084133967	0.347481638	0.431149029	0.466089009	0.219892795	0.173824827	0.459984549	0.08389161	0.174720935	0.197229346	0.138644619	0.19646941	0.597417404	0.472638385	0.575213398	0.098528376	0.257232464	0.128496425	0.083182239	0.093543175	0.579029485	0.239017951	0.463773968	0.076779726	0.162298744	0.145792011	0.10032073	0.130402109	0.472048772	0.199389024	0.682450592	0.683968221	0.188106182	0.637813204	0.54908585
GRB10	2887	0.014423257	0.019793833	0.018429404	0.019340502	0.032325343	0.01709631	0.027540179	0.020046304	0.018744815	0.01922936	0.046155759	0.025946046	0.062411124	0.015308251	0.020082692	0.035387996	0.021537271	0.023841928	0.029015528	0.025370933	0.027843038	0.118150933	0.080693154	0.017922135	0.029105807	0.024598367	0.042005152	0.047777824	0.023686368	0.068426626	0.03742093	0.027222275	0.071619601	0.068873491	0.01486561	0.034151094	0.019290655	0.047366295	0.058857729	0.033563788	0.101749968	0.016491764	0.023839309	0.040030207	0.020389115	0.056020674	0.032859176	0.033096677	0.027096895	0.036855756	0.03626478	0.045718606	0.028511623	0.030253052	0.043715885	0.023339498	0.057775736	0.021333438	0.020244661	0.063186965	0.034153897	0.019785163	0.050639017	0.023983943	0.05340768	0.027359333	0.067201481	0.017168522	0.023152124	0.040816713	0.027016307	0.019820124	0.01449507	0.023499984	0.017063895	0.041023538	0.220796814	0.03126348	0.025604837	0.019526477	0.031621899	0.126942361	0.024895723	0.018179205	0.014236182	0.028576128	0.028614778	0.038104316	0.318325024	0.040119477	0.055965233	0.014223553	0.026443146	0.021072198	0.023228486	0.030762225	0.023608576	0.049170851	0.03108113	0.0251619	0.014693591	0.02212845	0.02872776	0.016316609	0.069768534	0.035229012	0.019405698	0.04307243	0.022061665	0.018339987	0.029796135	0.027849229	0.02727379	0.021288039	0.016582726	0.038706992	0.042354883	0.026293087	0.028571615	0.01511083	0.106035752	0.155338226	0.105720181	0.013131968	0.011982283	0.016128483
CAPSL	133690	0.080687112	0.128190698	0.154383689	0.463260115	0.232222425	0.221586269	0.094786924	0.11511333	0.210954164	0.362158218	0.198426653	0.054012162	0.125338467	0.045150922	0.203866009	0.251904377	0.348501448	0.120205234	0.19911971	0.136015882	0.157204989	0.065387904	0.461724081	0.067696401	0.113284448	0.103359123	0.398387274	0.236445623	0.123761953	0.379915621	0.081605743	0.479662427	0.129747779	0.030164338	0.218669718	0.285030572	0.168785905	0.455013669	0.496782629	0.090366103	0.23881466	0.092124682	0.347801366	0.135774155	0.031414873	0.181624117	0.519231297	0.438815993	0.035614778	0.148470907	0.471876087	0.330975998	0.198613862	0.273562868	0.188343552	0.909306002	0.262928413	0.199601976	0.043938078	0.674031525	0.315672346	0.261072113	0.270801218	0.419532245	0.324212004	0.184491073	0.836149051	0.170116521	0.036072826	0.293016922	0.111446047	0.106520905	0.323749731	0.052907349	0.42693934	0.242825554	0.602135813	0.291933783	0.122723281	0.334648402	0.425939365	0.191493444	0.286709223	0.325860743	0.234844378	0.132492738	0.100995864	0.172267659	0.299532736	0.234466011	0.28063375	0.224591426	0.295953744	0.674556921	0.556241825	0.28415916	0.36206111	0.318392214	0.247981504	0.234791499	0.06268398	0.158986526	0.234075926	0.092281004	0.417842198	0.231766903	0.150308148	0.253688534	0.076539149	0.165082201	0.153657521	0.358900902	0.1281745	0.258569178	0.174196994	0.222362733	0.210447057	0.660539669	0.194759962	0.183058364	0.337682179	0.510879039	0.095846955	0.075394863	0.09003937	0.16932253
